Prenom,Nom,CodeCours,NomCours,Session,Note (%)
Morgan,Gagnon,420-026-4R1,Systemes d’exploitation et composantes materielles,2,56
Jamie,Gauthier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,52
Robin,Gagnon,420-026-4R1,Systemes d’exploitation et composantes materielles,2,43
Sam,Bouchard,420-026-4R1,Systemes d’exploitation et composantes materielles,2,99
Alex,Pelletier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,93
Sam,Gagnon,420-026-4R1,Systemes d’exploitation et composantes materielles,2,50
Charlie,Pelletier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,42
Morgan,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,74
Morgan,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,59
Jamie,Gauthier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,66
Casey,Pelletier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,50
Jamie,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,58
Morgan,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,60
Sam,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,65
Morgan,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,99
Sam,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,39
Taylor,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,80
Morgan,Gauthier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,53
Alex,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,71
Cameron,Bouchard,420-026-4R1,Systemes d’exploitation et composantes materielles,2,87
Jordan,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,77
Sam,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,49
Casey,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,81
Robin,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,39
Charlie,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,78
Robin,Pelletier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,62
Jamie,Gagnon,420-026-4R1,Systemes d’exploitation et composantes materielles,2,52
Morgan,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,94
Charlie,Gagnon,420-026-4R1,Systemes d’exploitation et composantes materielles,2,89
Cameron,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,91
Alex,Bouchard,420-026-4R1,Systemes d’exploitation et composantes materielles,2,48
Casey,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,44
Robin,Gauthier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,62
Cameron,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,45
Alex,Gauthier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,85
Cameron,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,38
Jamie,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,100
Casey,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,47
Casey,Gagnon,420-026-4R1,Systemes d’exploitation et composantes materielles,2,42
Taylor,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,44
Casey,Gagnon,420-026-4R1,Systemes d’exploitation et composantes materielles,2,89
Charlie,Bouchard,420-026-4R1,Systemes d’exploitation et composantes materielles,2,37
Casey,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,97
Charlie,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,82
Jordan,Pelletier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,98
Taylor,Gagnon,420-026-4R1,Systemes d’exploitation et composantes materielles,2,99
Jordan,Pelletier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,40
Jordan,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,70
Jamie,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,99
Charlie,Lavoie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,67
Alex,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,75
Jamie,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,48
Taylor,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,66
Alex,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,96
Charlie,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,60
Taylor,Lavoie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,79
Robin,Gagnon,420-026-4R1,Systemes d’exploitation et composantes materielles,2,92
Taylor,Lavoie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,99
Charlie,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,91
Casey,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,98
Jordan,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,98
Charlie,Pelletier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,45
Sam,Bouchard,420-026-4R1,Systemes d’exploitation et composantes materielles,2,38
Jamie,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,63
Jordan,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,49
Morgan,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,86
Charlie,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,85
Sam,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,48
Sam,Bouchard,420-026-4R1,Systemes d’exploitation et composantes materielles,2,86
Alex,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,48
Morgan,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,47
Alex,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,56
Jordan,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,60
Robin,Pelletier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,61
Jamie,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,95
Casey,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,40
Taylor,Lavoie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,89
Sam,Tremblay,420-026-4R1,Systemes d’exploitation et composantes materielles,2,66
Casey,Pelletier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,88
Jamie,Fortin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,98
Alex,Lavoie,420-026-4R1,Systemes d’exploitation et composantes materielles,2,68
Jamie,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,68
Alex,Morin,420-026-4R1,Systemes d’exploitation et composantes materielles,2,96
Sam,Roy,420-026-4R1,Systemes d’exploitation et composantes materielles,2,42
Jamie,Gauthier,420-026-4R1,Systemes d’exploitation et composantes materielles,2,64
Sam,Lefebvre,420-026-4R1,Systemes d’exploitation et composantes materielles,2,92
Ronald,MacDounald,601-110-2MQ,Litterature et imaginaire,2,55
Homer,Simpson,601-110-2MQ,Litterature et imaginaire,2,90
Doctor,Doogie,601-110-2MQ,Litterature et imaginaire,2,70
Jordan,Gauthier,601-110-2MQ,Litterature et imaginaire,2,74
Taylor,Lavoie,601-110-2MQ,Litterature et imaginaire,2,37
Jordan,Bouchard,601-110-2MQ,Litterature et imaginaire,2,55
Jordan,Gagnon,601-110-2MQ,Litterature et imaginaire,2,46
Alex,Morin,601-110-2MQ,Litterature et imaginaire,2,85
Charlie,Lavoie,601-110-2MQ,Litterature et imaginaire,2,54
Casey,Bouchard,601-110-2MQ,Litterature et imaginaire,2,96
Sam,Fortin,601-110-2MQ,Litterature et imaginaire,2,81
Alex,Tremblay,601-110-2MQ,Litterature et imaginaire,2,50
Jamie,Pelletier,601-110-2MQ,Litterature et imaginaire,2,64
Jordan,Lavoie,601-110-2MQ,Litterature et imaginaire,2,82
Jamie,Roy,601-110-2MQ,Litterature et imaginaire,2,43
Casey,Roy,601-110-2MQ,Litterature et imaginaire,2,94
Cameron,Pelletier,601-110-2MQ,Litterature et imaginaire,2,77
Taylor,Gauthier,601-110-2MQ,Litterature et imaginaire,2,44
Casey,Bouchard,601-110-2MQ,Litterature et imaginaire,2,85
Morgan,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,86
Robin,Lavoie,601-110-2MQ,Litterature et imaginaire,2,71
Casey,Gagnon,601-110-2MQ,Litterature et imaginaire,2,58
Alex,Fortin,601-110-2MQ,Litterature et imaginaire,2,50
Morgan,Roy,601-110-2MQ,Litterature et imaginaire,2,59
Charlie,Roy,601-110-2MQ,Litterature et imaginaire,2,36
Alex,Gauthier,601-110-2MQ,Litterature et imaginaire,2,91
Robin,Tremblay,601-110-2MQ,Litterature et imaginaire,2,46
Cameron,Lavoie,601-110-2MQ,Litterature et imaginaire,2,46
Taylor,Lavoie,601-110-2MQ,Litterature et imaginaire,2,58
Casey,Gauthier,601-110-2MQ,Litterature et imaginaire,2,52
Robin,Roy,601-110-2MQ,Litterature et imaginaire,2,64
Jamie,Bouchard,601-110-2MQ,Litterature et imaginaire,2,91
Jamie,Roy,601-110-2MQ,Litterature et imaginaire,2,58
Casey,Roy,601-110-2MQ,Litterature et imaginaire,2,99
Morgan,Gagnon,601-110-2MQ,Litterature et imaginaire,2,89
Jamie,Gauthier,601-110-2MQ,Litterature et imaginaire,2,56
Robin,Gagnon,601-110-2MQ,Litterature et imaginaire,2,37
Sam,Bouchard,601-110-2MQ,Litterature et imaginaire,2,73
Alex,Pelletier,601-110-2MQ,Litterature et imaginaire,2,56
Sam,Gagnon,601-110-2MQ,Litterature et imaginaire,2,55
Charlie,Pelletier,601-110-2MQ,Litterature et imaginaire,2,75
Morgan,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,79
Morgan,Tremblay,601-110-2MQ,Litterature et imaginaire,2,50
Jamie,Gauthier,601-110-2MQ,Litterature et imaginaire,2,40
Casey,Pelletier,601-110-2MQ,Litterature et imaginaire,2,76
Jamie,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,70
Morgan,Tremblay,601-110-2MQ,Litterature et imaginaire,2,100
Sam,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,58
Morgan,Fortin,601-110-2MQ,Litterature et imaginaire,2,53
Sam,Roy,601-110-2MQ,Litterature et imaginaire,2,96
Taylor,Morin,601-110-2MQ,Litterature et imaginaire,2,92
Morgan,Gauthier,601-110-2MQ,Litterature et imaginaire,2,80
Alex,Morin,601-110-2MQ,Litterature et imaginaire,2,57
Cameron,Bouchard,601-110-2MQ,Litterature et imaginaire,2,69
Jordan,Morin,601-110-2MQ,Litterature et imaginaire,2,37
Sam,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,98
Casey,Fortin,601-110-2MQ,Litterature et imaginaire,2,84
Robin,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,36
Charlie,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,35
Robin,Pelletier,601-110-2MQ,Litterature et imaginaire,2,37
Jamie,Gagnon,601-110-2MQ,Litterature et imaginaire,2,48
Morgan,Fortin,601-110-2MQ,Litterature et imaginaire,2,91
Charlie,Gagnon,601-110-2MQ,Litterature et imaginaire,2,67
Cameron,Morin,601-110-2MQ,Litterature et imaginaire,2,93
Alex,Bouchard,601-110-2MQ,Litterature et imaginaire,2,90
Casey,Roy,601-110-2MQ,Litterature et imaginaire,2,55
Robin,Gauthier,601-110-2MQ,Litterature et imaginaire,2,50
Cameron,Morin,601-110-2MQ,Litterature et imaginaire,2,51
Alex,Gauthier,601-110-2MQ,Litterature et imaginaire,2,53
Cameron,Morin,601-110-2MQ,Litterature et imaginaire,2,79
Jamie,Roy,601-110-2MQ,Litterature et imaginaire,2,95
Casey,Morin,601-110-2MQ,Litterature et imaginaire,2,92
Casey,Gagnon,601-110-2MQ,Litterature et imaginaire,2,85
Taylor,Fortin,601-110-2MQ,Litterature et imaginaire,2,88
Casey,Gagnon,601-110-2MQ,Litterature et imaginaire,2,98
Charlie,Bouchard,601-110-2MQ,Litterature et imaginaire,2,80
Casey,Tremblay,601-110-2MQ,Litterature et imaginaire,2,94
Charlie,Tremblay,601-110-2MQ,Litterature et imaginaire,2,43
Jordan,Pelletier,601-110-2MQ,Litterature et imaginaire,2,70
Taylor,Gagnon,601-110-2MQ,Litterature et imaginaire,2,39
Jordan,Pelletier,601-110-2MQ,Litterature et imaginaire,2,67
Jordan,Morin,601-110-2MQ,Litterature et imaginaire,2,39
Jamie,Tremblay,601-110-2MQ,Litterature et imaginaire,2,82
Charlie,Lavoie,601-110-2MQ,Litterature et imaginaire,2,70
Alex,Tremblay,601-110-2MQ,Litterature et imaginaire,2,45
Jamie,Roy,601-110-2MQ,Litterature et imaginaire,2,97
Taylor,Roy,601-110-2MQ,Litterature et imaginaire,2,93
Alex,Tremblay,601-110-2MQ,Litterature et imaginaire,2,73
Charlie,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,51
Taylor,Lavoie,601-110-2MQ,Litterature et imaginaire,2,39
Robin,Gagnon,601-110-2MQ,Litterature et imaginaire,2,82
Taylor,Lavoie,601-110-2MQ,Litterature et imaginaire,2,84
Charlie,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,48
Casey,Fortin,601-110-2MQ,Litterature et imaginaire,2,49
Jordan,Roy,601-110-2MQ,Litterature et imaginaire,2,40
Charlie,Pelletier,601-110-2MQ,Litterature et imaginaire,2,42
Sam,Bouchard,601-110-2MQ,Litterature et imaginaire,2,47
Jamie,Morin,601-110-2MQ,Litterature et imaginaire,2,74
Jordan,Fortin,601-110-2MQ,Litterature et imaginaire,2,94
Morgan,Roy,601-110-2MQ,Litterature et imaginaire,2,85
Charlie,Tremblay,601-110-2MQ,Litterature et imaginaire,2,37
Sam,Fortin,601-110-2MQ,Litterature et imaginaire,2,55
Sam,Bouchard,601-110-2MQ,Litterature et imaginaire,2,97
Alex,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,98
Morgan,Fortin,601-110-2MQ,Litterature et imaginaire,2,46
Alex,Morin,601-110-2MQ,Litterature et imaginaire,2,90
Jordan,Fortin,601-110-2MQ,Litterature et imaginaire,2,50
Robin,Pelletier,601-110-2MQ,Litterature et imaginaire,2,41
Jamie,Tremblay,601-110-2MQ,Litterature et imaginaire,2,83
Casey,Fortin,601-110-2MQ,Litterature et imaginaire,2,58
Taylor,Lavoie,601-110-2MQ,Litterature et imaginaire,2,69
Sam,Tremblay,601-110-2MQ,Litterature et imaginaire,2,74
Casey,Pelletier,601-110-2MQ,Litterature et imaginaire,2,72
Jamie,Fortin,601-110-2MQ,Litterature et imaginaire,2,90
Alex,Lavoie,601-110-2MQ,Litterature et imaginaire,2,96
Jamie,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,91
Alex,Morin,601-110-2MQ,Litterature et imaginaire,2,78
Sam,Roy,601-110-2MQ,Litterature et imaginaire,2,95
Jamie,Gauthier,601-110-2MQ,Litterature et imaginaire,2,55
Sam,Lefebvre,601-110-2MQ,Litterature et imaginaire,2,53
Ronald,MacDounald,604-4R2-2R4,Anglais II R4 Technique,2,85
Homer,Simpson,604-4R2-2R4,Anglais II R4 Technique,2,44
Doctor,Doogie,604-4R2-2R4,Anglais II R4 Technique,2,70
Jordan,Gauthier,604-4R2-2R4,Anglais II R4 Technique,2,72
Taylor,Lavoie,604-4R2-2R4,Anglais II R4 Technique,2,52
Jordan,Bouchard,604-4R2-2R4,Anglais II R4 Technique,2,84
Jordan,Gagnon,604-4R2-2R4,Anglais II R4 Technique,2,97
Alex,Morin,604-4R2-2R4,Anglais II R4 Technique,2,92
Charlie,Lavoie,604-4R2-2R4,Anglais II R4 Technique,2,90
Casey,Bouchard,604-4R2-2R4,Anglais II R4 Technique,2,41
Sam,Fortin,604-4R2-2R4,Anglais II R4 Technique,2,98
Alex,Tremblay,604-4R2-2R4,Anglais II R4 Technique,2,37
Jamie,Pelletier,604-4R2-2R4,Anglais II R4 Technique,2,70
Jordan,Lavoie,604-4R2-2R4,Anglais II R4 Technique,2,62
Jamie,Roy,604-4R2-2R4,Anglais II R4 Technique,2,35
Casey,Roy,604-4R2-2R4,Anglais II R4 Technique,2,71
Cameron,Pelletier,604-4R2-2R4,Anglais II R4 Technique,2,86
Taylor,Gauthier,604-4R2-2R4,Anglais II R4 Technique,2,69
Casey,Bouchard,604-4R2-2R4,Anglais II R4 Technique,2,70
Morgan,Lefebvre,604-4R2-2R4,Anglais II R4 Technique,2,68
Robin,Lavoie,604-4R2-2R4,Anglais II R4 Technique,2,90
Casey,Gagnon,604-4R2-2R4,Anglais II R4 Technique,2,81
Alex,Fortin,604-4R2-2R4,Anglais II R4 Technique,2,87
Morgan,Roy,604-4R2-2R4,Anglais II R4 Technique,2,41
Charlie,Roy,604-4R2-2R4,Anglais II R4 Technique,2,65
Alex,Gauthier,604-4R2-2R4,Anglais II R4 Technique,2,67
Robin,Tremblay,604-4R2-2R4,Anglais II R4 Technique,2,73
Cameron,Lavoie,604-4R2-2R4,Anglais II R4 Technique,2,97
Taylor,Lavoie,604-4R2-2R4,Anglais II R4 Technique,2,38
Casey,Gauthier,604-4R2-2R4,Anglais II R4 Technique,2,85
Robin,Roy,604-4R2-2R4,Anglais II R4 Technique,2,42
Jamie,Bouchard,604-4R2-2R4,Anglais II R4 Technique,2,82
Jamie,Roy,604-4R2-2R4,Anglais II R4 Technique,2,93
Casey,Roy,604-4R2-2R4,Anglais II R4 Technique,2,63
Morgan,Gagnon,604-4R2-2R4,Anglais II R4 Technique,2,54
Jamie,Gauthier,604-4R2-2R4,Anglais II R4 Technique,2,78
Robin,Gagnon,604-4R2-2R4,Anglais II R4 Technique,2,95
Sam,Bouchard,604-4R2-2R4,Anglais II R4 Technique,2,52
Alex,Pelletier,604-4R2-2R4,Anglais II R4 Technique,2,35
Sam,Gagnon,604-4R2-2R4,Anglais II R4 Technique,2,93
Charlie,Pelletier,604-4R2-2R4,Anglais II R4 Technique,2,84
Morgan,Lefebvre,604-4R2-2R4,Anglais II R4 Technique,2,89
Morgan,Tremblay,604-4R2-2R4,Anglais II R4 Technique,2,53
Jamie,Gauthier,604-4R2-2R4,Anglais II R4 Technique,2,58
Casey,Pelletier,604-4R2-2R4,Anglais II R4 Technique,2,77
Jamie,Lefebvre,604-4R2-2R4,Anglais II R4 Technique,2,53
Morgan,Tremblay,604-4R2-2R4,Anglais II R4 Technique,2,38
Sam,Lefebvre,604-4R2-2R4,Anglais II R4 Technique,2,55
Morgan,Fortin,604-4R2-2R4,Anglais II R4 Technique,2,86
Sam,Roy,604-4R2-2R4,Anglais II R4 Technique,2,96
Taylor,Morin,604-4R2-2R4,Anglais II R4 Technique,2,94
Morgan,Gauthier,604-4R2-2R4,Anglais II R4 Technique,2,82
Alex,Morin,604-4R2-2R4,Anglais II R4 Technique,2,41
Cameron,Bouchard,604-4R2-2R4,Anglais II R4 Technique,2,42
Jordan,Morin,604-4R2-2R4,Anglais II R4 Technique,2,80
Sam,Lefebvre,604-4R2-2R4,Anglais II R4 Technique,2,55
Casey,Fortin,604-4R2-2R4,Anglais II R4 Technique,2,45
Robin,Lefebvre,604-4R2-2R4,Anglais II R4 Technique,2,43
Charlie,Lefebvre,604-4R2-2R4,Anglais II R4 Technique,2,96
Robin,Pelletier,604-4R2-2R4,Anglais II R4 Technique,2,51
Jamie,Gagnon,604-4R2-2R4,Anglais II R4 Technique,2,66
Morgan,Fortin,604-4R2-2R4,Anglais II R4 Technique,2,60
Charlie,Gagnon,604-4R2-2R4,Anglais II R4 Technique,2,61
Cameron,Morin,604-4R2-2R4,Anglais II R4 Technique,2,41
Alex,Bouchard,604-4R2-2R4,Anglais II R4 Technique,2,40
Casey,Roy,604-4R2-2R4,Anglais II R4 Technique,2,40
Robin,Gauthier,604-4R2-2R4,Anglais II R4 Technique,2,82
Cameron,Morin,604-4R2-2R4,Anglais II R4 Technique,2,50
Alex,Gauthier,604-4R2-2R4,Anglais II R4 Technique,2,64
Cameron,Morin,604-4R2-2R4,Anglais II R4 Technique,2,49
Jamie,Roy,604-4R2-2R4,Anglais II R4 Technique,2,70
Casey,Morin,604-4R2-2R4,Anglais II R4 Technique,2,66
Casey,Gagnon,604-4R2-2R4,Anglais II R4 Technique,2,64
Taylor,Fortin,604-4R2-2R4,Anglais II R4 Technique,2,58
Casey,Gagnon,604-4R2-2R4,Anglais II R4 Technique,2,58
Charlie,Bouchard,604-4R2-2R4,Anglais II R4 Technique,2,37
Casey,Tremblay,604-4R2-2R4,Anglais II R4 Technique,2,45
Charlie,Tremblay,604-4R2-2R4,Anglais II R4 Technique,2,71
Jordan,Pelletier,604-4R2-2R4,Anglais II R4 Technique,2,67
Taylor,Gagnon,604-4R2-2R4,Anglais II R4 Technique,2,91
Jordan,Pelletier,604-4R2-2R4,Anglais II R4 Technique,2,52
Jordan,Morin,604-4R2-2R4,Anglais II R4 Technique,2,85
Jamie,Tremblay,604-4R2-2R4,Anglais II R4 Technique,2,67
Charlie,Lavoie,604-4R2-2R4,Anglais II R4 Technique,2,44
Alex,Tremblay,604-4R2-2R4,Anglais II R4 Technique,2,95
Jamie,Roy,604-4R2-2R4,Anglais II R4 Technique,2,53
Taylor,Roy,604-4R2-2R4,Anglais II R4 Technique,2,78
Alex,Tremblay,604-4R2-2R4,Anglais II R4 Technique,2,49
Charlie,Lefebvre,604-4R2-2R4,Anglais II R4 Technique,2,90
Taylor,Lavoie,604-4R2-2R4,Anglais II R4 Technique,2,42
Robin,Gagnon,604-4R2-2R4,Anglais II R4 Technique,2,73
Taylor,Lavoie,604-4R2-2R4,Anglais II R4 Technique,2,65
Charlie,Lefebvre,604-4R2-2R4,Anglais II R4 Technique,2,94
Casey,Fortin,604-4R2-2R4,Anglais II R4 Technique,2,45
Jordan,Roy,604-4R2-2R4,Anglais II R4 Technique,2,38
Charlie,Pelletier,604-4R2-2R4,Anglais II R4 Technique,2,38
Sam,Bouchard,604-4R2-2R4,Anglais II R4 Technique,2,62
Jamie,Morin,604-4R2-2R4,Anglais II R4 Technique,2,92
Jordan,Fortin,604-4R2-2R4,Anglais II R4 Technique,2,57
Morgan,Roy,604-4R2-2R4,Anglais II R4 Technique,2,37
Charlie,Tremblay,604-4R2-2R4,Anglais II R4 Technique,2,84
Sam,Fortin,604-4R2-2R4,Anglais II R4 Technique,2,60
Sam,Bouchard,604-4R2-2R4,Anglais II R4 Technique,2,53
Alex,Lefebvre,604-4R2-2R4,Anglais II R4 Technique,2,38
Morgan,Fortin,604-4R2-2R4,Anglais II R4 Technique,2,94
Alex,Morin,604-4R2-2R4,Anglais II R4 Technique,2,82
Jordan,Fortin,604-4R2-2R4,Anglais II R4 Technique,2,65
Robin,Pelletier,604-4R2-2R4,Anglais II R4 Technique,2,60
Jamie,Tremblay,604-4R2-2R4,Anglais II R4 Technique,2,45
